state,year,total_emissions,co2,ch4,n2o,facility_count
TX,2017,388554432.6005423,371326159.5281811,12947188.994657036,2405732.1004949855,767
TX,2018,390026811.4041878,372087460.704692,13690839.363006629,2304749.2540669125,786
TX,2019,383173484.01849747,364941619.09920627,14359890.18148981,2043025.1827784828,811
TX,2020,360842659.7934228,343542904.6334844,13182390.896919928,2344523.693662974,819
TX,2021,373118565.36330414,355958142.0840431,12889871.50640052,2420427.109010556,834
TX,2022,383308302.34652984,365791101.413777,13348382.842259623,2149678.7980797677,841
TX,2023,379849251.0883798,362977050.07505476,13247483.046681141,1769853.6815513084,2035
UT,2010,41540096.674025,40474342.969,812752.301025,253001.404,61
UT,2011,42804733.4290983,39310190.3,2399668.4009,270874.252,76
UT,2012,41192661.2668214,38106938.959645,2023634.6585249999,262097.929394,78
UT,2013,44415084.5627223,41775305.1,1555639.2,273155.442,79
UT,2014,43542767.873402305,41561920.07,1219971.5,278099.858,77
UT,2015,42278622.4062677,40103501.5,1441174.025,242674.81,77
UT,2016,36110591.9762896,34505736.54,959523.925,200057.234,66
UT,2017,35734718.3136545,34280490.8,913884.875,159026.21,66
UT,2018,36351235.4239373,34992941.12,911582.375,149262.836,66
UT,2019,36233156.8257561,34853383.699999996,905714.225,151642.366,67
UT,2020,33219831.969848998,31959617.8,891866.3,132760.788,67
UT,2021,37305310.4558085,36111942.7,908670.225,149322.734,66
UT,2022,34118257.1806023,32966135.9,975690.825,130030.512,65
UT,2023,28276069.8126694,27078700.0,1046047.45,101417.148,151
VA,2010,47416740.003733,43959633.130100004,3166006.133575,291100.740058,132
VA,2011,45629763.9364332,38214041.361,6860411.865225,249613.976016,152
VA,2012,42166863.4350613,35349864.862772,6309834.603175,219064.772726,155
VA,2013,47405682.5203457,40557339.33,6349587.25,200587.376,157
VA,2014,46225989.9927204,39929115.1,5874722.0,203450.262,159
VA,2015,46609717.3758391,40255634.9,5921296.75,185152.168,155
VA,2016,49405043.5543108,42725613.4,6245590.25,177642.866,146
VA,2017,44576783.7395713,37926880.8,6286627.75,128527.102,140
VA,2018,45320607.3518213,39162136.3,5761448.45,133032.564,140
VA,2019,42390671.5332669,36151448.0,5901147.25,101583.73,133
VA,2020,43833919.5906992,37552588.6,5940621.175,101898.12,134
VA,2021,38912644.8620268,33163746.4,5438332.575,95733.692,130
VA,2022,36501979.2175568,31464360.7,4723345.075,90827.122,127
VA,2023,34671118.577550635,29620184.046065815,4768460.927517946,80892.97651817235,310
VI,2010,6327077.812,6290032.9,20723.75,16321.162,3
VI,2011,5492411.242,5444266.8,36148.75,11995.692,4
VI,2012,1579789.41,1564222.7000000002,11761.25,3805.46,4
VI,2013,918587.3759999999,914741.1,1861.0,1985.2759999999998,4
VI,2014,865800.368,860747.8999999999,3177.75,1874.7179999999998,4
VI,2015,891703.076,886927.5,2797.75,1977.826,4
VI,2016,909047.1799999999,903659.8,3358.0,2029.38,4
VI,2017,654352.086,650513.5,2160.25,1678.3359999999998,4
VI,2018,676118.082,673437.1,897.75,1783.232,4
VI,2019,785977.922,782839.6,1033.25,2105.072,4
VI,2020,1073727.53,1068467.7,2515.25,2744.58,4
VI,2021,1570237.666,1561213.9,4876.5,4147.266,4
VI,2022,728850.01,725721.8,1185.25,1942.96,5
VI,2023,581163.676,578250.9,1374.5,1538.2759999999998,10
VT,2010,288909.25,165547.59999999998,117833.75,5527.9,9
VT,2011,662926.6496,158140.3,127193.5,18647.648,9
VT,2012,611884.4669,148615.8,124641.75,17777.488,9
VT,2013,531110.7241999999,165066.7,100207.75,12958.53,10
VT,2014,500645.06888,163645.5,88073.25,13205.572000000002,10
VT,2015,503411.549242,154056.4,92800.75,13407.318000000001,10
VT,2016,453655.005228,149275.9,65047.5,13402.848,7
VT,2017,434819.0993,148254.5,58199.75,11843.413999999999,7
VT,2018,440286.320627,154658.9,65091.5,12851.846,7
VT,2019,462945.491656,157578.0,73870.25,11820.766,6
VT,2020,432738.579342,125123.5,62839.25,10218.42,5
VT,2021,441022.527097,130621.20000000001,51034.75,13275.006,5
VT,2022,417155.46289900003,134151.4,69339.5,11573.724,5
VT,2023,288825.145172,119732.8,62913.0,7530.758,16
WA,2010,25804953.772274997,23628317.91,1200093.7482750001,242242.114,76
WA,2011,20619721.8905,18140935.54,1256942.25,261714.626,82
WA,2012,19002146.09765,16738868.56,1076731.81545,293270.144,88
WA,2013,25153436.6633,22826986.8,1095429.75,250827.494,90
WA,2014,24909254.96199,22457397.8,1059432.5,228395.842,89
WA,2015,23680567.280669,21329868.7,1088297.75,237169.558,89
WA,2016,22526286.754972,20115213.3,1135575.5,231057.28,90
WA,2017,22950677.471296,20644653.3,1247878.5,225138.70200000002,92
WA,2018,22895973.451336,20500479.8,1328212.25,199086.946,96
WA,2019,27268195.930329,24751683.5,1511516.25,240913.03399999999,97
WA,2020,23229359.015863,21141988.3,1354403.5,218460.81999999998,92
WA,2021,21885478.340851,19994095.9,1547004.25,250080.11,94
WA,2022,21758743.887951,19755985.7,1701757.5,210979.82799999998,95
WA,2023,24245870.53592084,22471078.111748,1626094.710145,81477.62249284,214
WI,2010,56084090.230995,54297790.448579,1482161.5361000001,304138.246316,141
WI,2011,55458554.301499,53127449.952,2042683.943025,288420.406474,146
WI,2012,49804593.07514,47473448.396508,2079716.6151,251428.063532,144
WI,2013,55554214.378,53609309.3,1682557.5,262347.578,141
WI,2014,52187767.428,50357359.6,1585307.0,245100.828,142
WI,2015,53729812.632,51947122.1,1543930.25,238760.28199999998,133
WI,2016,50172473.728,48433982.5,1526155.5,212335.728,132
WI,2017,52471819.346,50644696.7,1601171.0,225951.646,131
WI,2018,50522035.62,48845369.9,1467018.25,209647.47,133
WI,2019,43285448.158,41654739.3,1463986.5,166722.358,130
WI,2020,40287414.592,38765188.1,1373866.0,148360.492,129
WI,2021,44381859.166,42816174.2,1397928.25,167756.716,128
WI,2022,39383605.668,37918235.3,1323867.75,141502.618,129
WI,2023,39354627.71951832,37886072.52495986,1333335.0976188057,135220.09693965336,289
WV,2010,79464011.955605,77925629.49444,1160388.813225,377972.92794,70
WV,2011,91068311.5287732,77234205.596,12995863.273675,372207.95999999996,111
WV,2012,85601293.26968859,71465727.618575,13109276.54925,343428.130816,117
WV,2013,88083836.28091319,73203860.4,13987214.75,349823.392,122
WV,2014,94859012.5142982,78704783.9,15261126.0,361460.58999999997,136
WV,2015,88357952.16906,71434490.7,16023003.0,334949.914,139
WV,2016,89643029.774465,74060187.1,14669773.5,350505.812,109
WV,2017,86340339.22532,71445821.9,14314350.5,336716.16,108
WV,2018,79281866.604755,65435511.8,12919774.5,307706.754,111
WV,2019,75048357.553845,62496485.5,11548160.5,288663.362,112
WV,2020,67394756.407195,55264802.6,11295672.0,250450.524,120
WV,2021,76200239.156995,64494209.6,10717373.25,296651.55,115
WV,2022,67876784.431316,56534114.518688,9982985.66945,257753.71608800002,112
WV,2023,64558942.914675,52327220.4,11403029.0,233038.98,295
WY,2010,59944497.407,59347015.025,267131.8,330350.582,104
WY,2011,64532647.12,63624959.63,641087.75,266599.74,118
WY,2012,67162756.308,66240116.91,576676.0,345963.398,120
WY,2013,67493911.512,66487732.0,566750.5,439429.012,119
WY,2014,62918823.842,62028773.4,505145.0,384905.442,119
WY,2015,63244596.828,62408437.9,445909.75,390249.178,116
WY,2016,57567892.764,56781182.7,494918.0,291792.064,76
WY,2017,60349182.932000004,59576033.3,454018.75,319130.882,75
WY,2018,59333022.244,58638875.4,436964.5,257182.344,73
WY,2019,54589336.278,53882466.5,435090.5,271779.278,70
WY,2020,52659427.496,52029634.9,372841.5,256951.09600000002,68
WY,2021,51074882.148,50482718.6,325080.75,267082.798,66
WY,2022,52723035.412,52006955.2,383141.5,332938.712,66
WY,2023,50054464.65805912,49479237.339764,318925.121485,256302.19681012,197
