sector,Chemicals,"Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2","Chemicals,Industrial Gas Suppliers","Chemicals,Industrial Gas Suppliers,Minerals","Chemicals,Industrial Gas Suppliers,Waste","Chemicals,Natural Gas and Natural Gas Liquids Suppliers","Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries","Chemicals,Other,Petroleum and Natural Gas Systems,Waste","Chemicals,Other,Power Plants","Chemicals,Other,Refineries,Suppliers of CO2","Chemicals,Petroleum Product Suppliers","Chemicals,Petroleum Product Suppliers,Power Plants,Refineries","Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2","Chemicals,Petroleum Product Suppliers,Refineries","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2,Waste","Chemicals,Petroleum Product Suppliers,Refineries,Waste","Chemicals,Petroleum and Natural Gas Systems,Refineries","Chemicals,Power Plants","Chemicals,Power Plants,Refineries,Suppliers of CO2","Chemicals,Power Plants,Suppliers of CO2","Chemicals,Power Plants,Waste","Chemicals,Refineries","Chemicals,Refineries,Suppliers of CO2","Chemicals,Refineries,Waste","Chemicals,Suppliers of CO2","Chemicals,Waste","Import and Export of Equipment Containing Fluorintaed GHGs,Industrial Gas Suppliers,Other","Import and Export of Equipment Containing Fluorintaed GHGs,Other","Industrial Gas Suppliers,Minerals","Industrial Gas Suppliers,Other","Injection of CO2,Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","Injection of CO2,Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Suppliers of CO2","Injection of CO2,Other,Suppliers of CO2","Injection of CO2,Other,Suppliers of CO2,Waste","Injection of CO2,Petroleum and Natural Gas Systems","Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2","Injection of CO2,Power Plants,Suppliers of CO2",Metals,"Metals,Minerals","Metals,Power Plants","Metals,Waste",Minerals,"Minerals,Waste","Natural Gas and Natural Gas Liquids Suppliers,Other","Natural Gas and Natural Gas Liquids Suppliers,Petroleum Product Suppliers,Petroleum and Natural Gas Systems","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Suppliers of CO2","Natural Gas and Natural Gas Liquids Suppliers,Power Plants",Other,"Other,Petroleum Product Suppliers,Power Plants,Refineries","Other,Petroleum and Natural Gas Systems","Other,Power Plants","Other,Suppliers of CO2","Other,Suppliers of CO2,Waste","Other,Waste","Petroleum Product Suppliers,Petroleum and Natural Gas Systems","Petroleum Product Suppliers,Power Plants,Refineries","Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2","Petroleum Product Suppliers,Pulp and Paper,Waste","Petroleum Product Suppliers,Refineries","Petroleum Product Suppliers,Refineries,Waste",Petroleum and Natural Gas Systems,"Petroleum and Natural Gas Systems,Power Plants","Petroleum and Natural Gas Systems,Suppliers of CO2",Power Plants,"Power Plants,Refineries","Power Plants,Suppliers of CO2","Power Plants,Waste",Pulp and Paper,"Pulp and Paper,Suppliers of CO2","Pulp and Paper,Suppliers of CO2,Waste","Pulp and Paper,Waste",Refineries,"Refineries,Waste",Unknown,Waste
"Chemicals,Waste",0.6300918062243679,-0.41861290810004487,0.07303904743935402,-0.09630763580500683,0.08393568722407704,-0.34124740613881355,-0.23139966355635788,-0.2595267669641693,-0.5041595960628159,-0.18255140649761475,-0.44086070837079505,-0.1903432743448665,-0.29914447141498257,-0.46386323402255975,-0.4668114618550525,-0.27945811512149576,-0.5148820686435167,-0.3697970060588279,-0.4241828577536147,-0.44331222828503913,-0.3814739861315897,-0.4686778483954371,-0.4663848976540512,-0.3743963941922017,-0.24408279608471536,0.9478466032039006,1.0,0.08434783074285486,-0.03695670797153309,-0.32918058093300423,-0.18570374381659818,-0.3460903489116885,-0.2662962271052692,-0.3452365830965289,-0.2189254860097662,-0.3371620086091502,-0.41895166877652884,-0.12328622993816583,-0.3474358056503732,-0.18372468538584924,-0.1553926260343004,-0.5491836762882367,-0.2405314034686271,-0.12551265213098303,-0.3345989150863687,-0.37891197303676794,-0.4085262880229389,-0.4926598315604608,-0.3415242190619348,-0.24664729974970534,-0.025325933303829894,-0.15524701714923916,-0.3481113253358777,-0.43931472610867206,-0.34555985856150373,-0.29692303551050214,-0.2265015939780784,-0.3393862346555756,-0.1465211940935199,-0.33497248778317473,0.566731991164732,-0.3971486246421726,-0.389305884185136,-0.11689903720030102,-0.42179024524722847,-0.3461369200923593,0.12097204863803555,-0.1476633044558623,-0.18105685347981157,-0.17991786382773647,0.0778165023201073,0.3786632065736427,-0.009596396696328743,0.1866169324982107,-0.3818553234128,-0.35823603765608214,0.05934350608375593,0.0036411950960578403
"Import and Export of Equipment Containing Fluorintaed GHGs,Industrial Gas Suppliers,Other",-0.10690474415237164,-0.45306443623473613,0.9994955598950167,0.8525860217820568,0.9865026715867652,-0.13570391385000255,-0.378155973977586,-0.34987336303213656,-0.33138816114421604,-0.3408846174188118,-0.35163660771129757,-0.35230116970787523,-0.41940199508015336,-0.5143641399379267,-0.47575051062831686,-0.4065869588120718,-0.4141837038566274,-0.19129870167298627,-0.4574410311818988,-0.4469287657979041,-0.43421535197071814,-0.4460923401819036,-0.3478998778678043,-0.4681000370580049,-0.3846634563825636,-0.025287552864674177,0.08434783074285486,1.0,0.9383304362314359,-0.1333179701012275,-0.12040906834228704,-0.10725341517425666,0.18068841235435903,-0.14053193700779143,-0.3911211946047793,0.0721016661072013,-0.15359862544045585,-0.31981101570871034,-0.16444567651582379,-0.3388193266042443,-0.3166480200172893,0.049140676263289225,-0.24246365780119838,0.2688195721814642,-0.13042261518633036,-0.10809223052191456,-0.07538626668114143,-0.3601376139051669,-0.1360403244860731,-0.13019540465330753,0.10168297151371451,-0.3211172959851697,-0.09521029371900437,-0.44069382607838103,-0.15274381677000873,-0.13967162263752914,0.17650843359326754,-0.140309848852037,-0.31855390619541685,-0.4341424024888809,0.2788277104489419,-0.38572460670595676,-0.22060661639635373,-0.08112183912302826,-0.34705608523861753,0.07160859376250771,-0.1334775837345384,-0.31875233523987695,-0.37942782305610917,-0.40780609294658654,-0.1711752001595149,-0.01350335758067956,0.23437446593356767,0.2399533559567675,-0.22450040781249658,-0.15870845711195203,0.8569024727390386,0.15430285677985212
"Import and Export of Equipment Containing Fluorintaed GHGs,Other",-0.17283627141911512,-0.3928200047200309,0.9343552619706899,0.9805916133192715,0.8803994422723617,0.21506779203689164,-0.47941558538269696,-0.46689590230878364,-0.04839725908233869,-0.48119369502294196,-0.051426051324531145,-0.4863440000649238,-0.45729674879030713,-0.2735613082611566,-0.3144120829033539,-0.467022549323633,-0.23126404174738122,0.1561298227078816,-0.3800781233113761,-0.27838217468370763,-0.23248248200747323,-0.27047192755717114,-0.03771435867581032,-0.44550278082721256,-0.47582551485036345,-0.11237306562661123,-0.03695670797153309,0.9383304362314359,0.9999999999999998,0.21736978241473515,0.2241296950585051,0.2403834036958323,0.35782525879340377,0.21024242499358883,-0.47860724799608806,0.3447910495965463,0.19319536145181557,-0.48663070154565574,0.030004018611905353,-0.48533647331114393,-0.46182245842521114,0.3575399533161619,-0.12064319024378131,0.29588762392669204,0.2203227331448262,0.23705916792758142,0.2377398318188683,-0.07167869651022979,0.21473276915698292,0.217961741228395,-0.03273791256300089,-0.4815420414987781,0.2522142672582624,-0.18043634738741945,0.19770657695048538,0.20959034607605767,0.28198704246082384,0.21055940030918224,-0.48420866291457915,-0.43488435936703673,0.22175978657798612,-0.09119229137429342,0.1215951245648189,-0.13463138862850677,-0.042752182826374184,0.34054817887346717,-0.24614775587452883,-0.4812764645147528,-0.5002839295786135,-0.528704042628693,0.11045790186529617,0.21342117636859106,0.3278387879727947,0.21394161103933873,0.12296056485038491,0.18821706150727116,0.7540449299879255,0.002677020070528343
"Industrial Gas Suppliers,Minerals",-0.19540831142030912,0.15909465971662287,-0.14340542939754528,0.4042519319955971,-0.260450104996803,0.9998819402672793,-0.30008520704965985,-0.3436293265829678,0.8032181645670644,-0.4109690351780872,0.8499049910913758,-0.393337814896945,-0.11997989866436597,0.6687300236272903,0.44808621397923704,-0.1839645433422633,0.5143790863952258,0.9896643280650022,0.20819057449593903,0.4705406353449287,0.5678930598364164,0.4906240144022628,0.8775773143785409,0.05112772116914511,-0.2709950503010987,-0.23852648971992663,-0.32918058093300423,-0.1333179701012275,0.21736978241473515,0.9999999999999997,0.9855890706039341,0.9931995884734895,0.5197630057538891,0.9997440703344519,-0.26028055000947,0.7873878797567458,0.9883285004267315,-0.48580904100690453,0.5267675316738868,-0.42909811697621325,-0.42317666905913953,0.8891220092780577,0.3139167729391131,0.09447563696609719,0.9998890822921238,0.986272629102015,0.886312452209151,0.8152288018352591,0.9998762978468771,0.9946225600180939,-0.39751684668728565,-0.4678760448177958,0.9924182707477898,0.7331960869189402,0.9957732090958237,0.9966490626466395,0.3059414865394806,0.9998627463076304,-0.4828139217017314,-0.013985397330097888,-0.13607830908069793,0.8223048651395968,0.9745188604035391,-0.18505459210395925,0.8622048315775396,0.7765575632909529,-0.3389963648004143,-0.473737645302723,-0.35599969938200704,-0.35699885899586786,0.793050704543254,0.6635650111344223,0.287116762233134,-0.05895984637261603,0.9874018634443804,0.9904210441610032,-0.27205061472363984,-0.43455181674069604
"Industrial Gas Suppliers,Other",-0.16231829949693138,0.10279018524915193,-0.13222115860242564,0.4085023006186478,-0.2516297002755311,0.982963526718685,-0.3427235414476132,-0.39225113234117126,0.7589869533398392,-0.4505218339466007,0.8162250558792116,-0.43340296136908385,-0.16634375361316106,0.6168868405710458,0.3956876894933369,-0.22956514520802557,0.4587332592856231,0.9701408268758157,0.15327638682867112,0.4238771798462355,0.5386857317498872,0.44004453678561345,0.83971731354146,-0.0014221400081053496,-0.31407392665760575,-0.1243636901285472,-0.18570374381659818,-0.12040906834228704,0.2241296950585051,0.9855890706039341,1.0,0.9767960612585393,0.5006588475528391,0.9822395237893836,-0.2980974305909036,0.7661832244933642,0.9602194118845853,-0.5182397547756086,0.5006858067346627,-0.4700813402500334,-0.45791220851220393,0.8416686521033808,0.29148233978137117,0.08405726204108437,0.9841686669407348,0.9639985897331466,0.8602113455280198,0.770234020277693,0.982917339856113,0.9976050919508365,-0.4082670380664,-0.5052656300709648,0.9746456391161997,0.6953366821868002,0.9795810722269672,0.9909007189349953,0.2895463677488157,0.9836692364293507,-0.5194857217580808,-0.06186760331144921,-0.019805553676807492,0.7859530939009173,0.9527145066663741,-0.19880292301938074,0.8327101990453079,0.7536085438762472,-0.35216885710817253,-0.509955347945788,-0.39343966263723146,-0.3970587523798362,0.8387385787720963,0.7785207601752283,0.30982855261707876,-0.031159397191501324,0.9660637398584453,0.97404528078588,-0.2634814935272813,-0.4430935314532724
"Injection of CO2,Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",-0.2282942860817729,0.12501333744638488,-0.11858126326050954,0.4245386389463233,-0.23480045162238208,0.9928248986966945,-0.32845073347462517,-0.35815911392167005,0.8014065151544113,-0.4372866299690411,0.8259229570189167,-0.4206625056543876,-0.152162307773589,0.6222566890711819,0.4134419278247618,-0.2137317175412629,0.5065810322466792,0.981118411058214,0.17403664467335767,0.4387503694663378,0.5375236839482235,0.46154425897158863,0.8551149799109102,0.014899163283226553,-0.29766761804071473,-0.26477946224290533,-0.3460903489116885,-0.10725341517425666,0.2403834036958323,0.9931995884734895,0.9767960612585393,1.0,0.6138033002036329,0.9923179714762684,-0.28976084003530816,0.8522410031277154,0.9947449795623345,-0.5115956837949432,0.49322528463680815,-0.45634128066965884,-0.45045158018216547,0.9244226763405614,0.2741910836522831,0.20758603103498474,0.9932033680859786,0.9982267670339864,0.9121003263904613,0.7925657951333177,0.9927938662925034,0.9877961202172088,-0.3626373395706713,-0.49210691453597866,0.9994063235486451,0.7034026106440249,0.9856452575643461,0.9956599762922153,0.4003539901647344,0.9921401835485971,-0.5073771946730821,-0.04676540073673169,-0.06092750104463314,0.7833701310579043,0.9671704873321159,-0.19511987544983656,0.8390323151188503,0.8431977675906102,-0.3723402352061917,-0.49803785512473103,-0.38694048746734405,-0.38964604231719363,0.7692725458260737,0.665205427378786,0.39121783056565274,0.039109214212214916,0.9746280039252745,0.9927514228013281,-0.260316629536889,-0.3786476977343539
"Injection of CO2,Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Suppliers of CO2",-0.2635812381117585,-0.30605874159050056,0.1624562921580266,0.4393194058851124,0.08899283969727446,0.5173368403400221,-0.5229034546086664,-0.44877458041324436,0.3474982410855566,-0.5645289061843156,0.2287226581222543,-0.5626416090943709,-0.4535398489804577,-0.01408319976196765,-0.13073268825149015,-0.47162993847182555,0.0983353887930533,0.4779024378799024,-0.27763872517212496,-0.09874261499557437,-0.026067441360025284,-0.06632277458262134,0.2644795436888892,-0.38342641839049546,-0.4965504054203255,-0.27199561074850714,-0.2662962271052692,0.18068841235435903,0.35782525879340377,0.5197630057538891,0.5006588475528391,0.6138033002036329,0.9999999999999999,0.5129092411315987,-0.5110591499027143,0.9356250587377788,0.5953545250825392,-0.5977449062317424,0.12822468117807134,-0.5790588132826004,-0.5775812928526649,0.7386634382556002,-0.02735813475992222,0.898975747671617,0.5222931098097234,0.6422794534714474,0.7278490307268554,0.21116482470006862,0.5170311569223075,0.5168735726565262,0.11946216970283843,-0.5779065253725933,0.6199996318963085,0.09886741162333042,0.49849097495152084,0.5583588968828554,0.9175942460524878,0.5120506924052007,-0.5872356642382754,-0.398921497782595,0.49946549943484553,0.19179200074602168,0.4644095258999968,-0.09383740940098723,0.24415777412086404,0.941371424801674,-0.3471207386966355,-0.5813702772696988,-0.5688915313426927,-0.5784635787876001,0.33945923732520683,0.4024351731529,0.9419916621722776,0.7464195767917685,0.4466068897881193,0.5612946774329254,0.0231582882974342,0.22893524342347948
"Injection of CO2,Other,Suppliers of CO2",-0.2020058236799383,0.1769454875168882,-0.15009988596558624,0.39749019123195894,-0.26582563968809203,0.9999392604111608,-0.28322818419736545,-0.32686643094821416,0.8126847420893889,-0.3947694075566011,0.8585846650162449,-0.3770021762255371,-0.10251240548148452,0.679557928848407,0.46391042318981035,-0.16664950020512512,0.5288594300407212,0.9916516255306158,0.2257237486201016,0.48563715884297737,0.580383512209391,0.5058155901770754,0.8859208403952842,0.0689814166032229,-0.25410108494963646,-0.2517845176737063,-0.3452365830965289,-0.14053193700779143,0.21024242499358883,0.9997440703344519,0.9822395237893836,0.9923179714762684,0.5129092411315987,0.9999999999999999,-0.24375896411183068,0.7824223610110227,0.989569771442452,-0.4705967538389991,0.5255673172487019,-0.41281780472498136,-0.40744461718524405,0.8913706229784323,0.3124968736853601,0.08621368048191035,0.999643652945458,0.9860149959277672,0.88287107981845,0.8255817745054441,0.9999475185275533,0.9925333228114489,-0.40410307684905344,-0.4521756842969762,0.991313651032044,0.744379809231513,0.9955627697386299,0.9952132270898224,0.29675164271481674,0.9999168168166205,-0.46724098040529244,0.00353877954498864,-0.1550585974134285,0.8263618124174842,0.9776116789893379,-0.18837229703233746,0.8701925493117469,0.7717504831772602,-0.34066186208556226,-0.4581674303593326,-0.33969861428657255,-0.3405394131207132,0.7839452859019834,0.6490826608488446,0.27564111122362595,-0.07282535961703983,0.9898080116232656,0.9910841165370236,-0.27934759802743764,-0.4411409863808736
"Injection of CO2,Other,Suppliers of CO2,Waste",-0.3351606295036872,0.9090157272969168,-0.3644726126985379,-0.49669306778964006,-0.26016043410671585,-0.25440741814172446,0.9984597088343767,0.986954351374789,0.3340145539010407,0.9863063376527089,0.2872932968763031,0.9892553512688479,0.9891371821958557,0.29611007295900127,0.7419666385858271,0.9962698755003442,0.6698572648124463,-0.12151156970608547,0.8880832568102871,0.7293186412906271,0.6422391232579167,0.7127393850392855,0.2303579930577175,0.9457291940120178,0.9991981921211204,-0.24265979780373842,-0.2189254860097662,-0.3911211946047793,-0.47860724799608806,-0.26028055000947,-0.2980974305909036,-0.28976084003530816,-0.5110591499027143,-0.24375896411183068,1.0,-0.48142089816285893,-0.20734540274179525,0.9702616780819673,-0.4609287487228365,0.9821841666179547,0.9843548921876125,-0.18098559771692346,-0.44191998241406155,-0.4617401026709095,-0.26904968302728294,-0.26919089557265086,-0.5184472373767751,0.34473442502122553,-0.25365734699756093,-0.2780487568941514,-0.4930968925251983,0.9742703887792477,-0.3173408760595466,0.4579303073768385,-0.2815013616425121,-0.2764980755942073,-0.6628727726741092,-0.25135152239295405,0.970456314565506,0.9684802043914906,-0.45148224306343326,-0.13617625596566543,-0.0449033845652738,-0.4096492764276715,0.26361915807207137,-0.4759902196240264,-0.2676384916611794,0.9729699824231025,0.9935262799610003,0.9851310941816083,-0.5577171225873938,-0.38081225773316363,-0.5186424613083198,-0.6469522392370334,-0.1123808190426729,-0.17663789819580353,-0.4723869178189934,-0.4066640591632519
"Injection of CO2,Petroleum and Natural Gas Systems",-0.2707183524507075,-0.15969625040893806,0.054775048593364364,0.48064163385506115,-0.04712210416922602,0.7857220629432391,-0.5058739184180415,-0.4703226527072196,0.5783488495167216,-0.5813186029992092,0.5125911917692982,-0.5727726426249822,-0.38171983843889956,0.26518350417397846,0.08614176504709502,-0.4211699887492145,0.2782107869154788,0.7519576612547051,-0.11903573957432477,0.11812143898401226,0.20987913312718162,0.1500061146648061,0.5505617179471538,-0.26036771100818723,-0.4750627921288692,-0.302588755082432,-0.3371620086091502,0.0721016661072013,0.3447910495965463,0.7873878797567458,0.7661832244933642,0.8522410031277154,0.9356250587377788,0.7824223610110227,-0.48142089816285893,1.0000000000000002,0.8372150616430425,-0.6362732568501128,0.32444671829037,-0.5990413126468528,-0.5962985971897101,0.8983579339866691,0.12540089094133777,0.6870518778153143,0.7894083540584812,0.8698677846305729,0.8970379077335503,0.48592859208657774,0.7854954971344041,0.7821532486974178,-0.06519241631009948,-0.6143480464504832,0.8567992120637887,0.369727347657435,0.7719746315482647,0.8135146824962584,0.793699103083899,0.7819636280697685,-0.6272056931183438,-0.29865745822658163,0.29725359701043985,0.4810709819597176,0.7353375783435436,-0.12568902287803296,0.5286349564231968,0.9997626478953965,-0.3838896038478624,-0.6192987466268015,-0.5623227671368295,-0.5697876913703571,0.5768177449394479,0.5568515473439847,0.7952956742998601,0.5141215304901445,0.7290237301274255,0.8122273139552465,-0.08949950098294697,-0.007158299235807279
"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",-0.27941281967979625,0.2104398565486228,-0.16257247284450999,0.37931247022299497,-0.2715539271532449,0.9891177491106812,-0.24501332123104141,-0.27293474205410484,0.8493404609039618,-0.3569735646910301,0.8658500452867777,-0.3396117498688585,-0.06666817814566955,0.6719414902769806,0.48927463301888524,-0.12835035443657342,0.5800459133733676,0.9881762722481182,0.25805680333213565,0.5110496656075812,0.5992369410399006,0.534454949670926,0.8932426662740798,0.10173226239485596,-0.21353562793512632,-0.3333585409211337,-0.41895166877652884,-0.15359862544045585,0.19319536145181557,0.9883285004267315,0.9602194118845853,0.9947449795623345,0.5953545250825392,0.989569771442452,-0.20734540274179525,0.8372150616430425,1.0,-0.4353718982305383,0.4837511387013573,-0.37595024950655903,-0.37228740448941694,0.937832811053266,0.26402984551597813,0.18748418723108967,0.9881143797144822,0.9966684872044296,0.8985075422042814,0.8398112255751943,0.989153913708153,0.9765258317702636,-0.3911640306414009,-0.41378300939999924,0.9924524161411314,0.756956394272025,0.980771215753675,0.9882612565563826,0.3716690989363623,0.9885362509548217,-0.42965749936225806,0.038641889698297086,-0.12415474901998834,0.798966174088867,0.9808190020134543,-0.21095952559066927,0.8761742149522006,0.8292786840263129,-0.38470647301655736,-0.4202678927048092,-0.3060513289101405,-0.30818818023137207,0.7242208933966322,0.60984821137012,0.3581145606724559,-0.010921240468780177,0.9837476185317153,0.9957193435160573,-0.30670266658214135,-0.4043525333921307
"Injection of CO2,Power Plants,Suppliers of CO2",-0.2518866155210465,0.7839940152674897,-0.2930395460363466,-0.5499301800546554,-0.1694936825782876,-0.48028058310048277,0.9792585587585421,0.9792367351190525,0.10015249236502782,0.9960817481667685,0.04734334374619431,0.994326942485245,0.9258403057097663,0.10305134300959197,0.5600783682376912,0.9481914574343208,0.47662377188997296,-0.3579129176549328,0.7526140068665887,0.5425908329712305,0.43813800053566904,0.5226272799981451,-0.010774299979042307,0.8440097623592836,0.972428551493707,-0.16469842011072555,-0.12328622993816583,-0.31981101570871034,-0.48663070154565574,-0.48580904100690453,-0.5182397547756086,-0.5115956837949432,-0.5977449062317424,-0.4705967538389991,0.9702616780819673,-0.6362732568501128,-0.4353718982305383,0.9999999999999999,-0.542888507777188,0.9971163440915237,0.9971124516708236,-0.38745637191005894,-0.471959587731563,-0.44789461958136595,-0.49356257457305064,-0.4913346658184312,-0.6906592195884653,0.10857881278934899,-0.4795996161834407,-0.5017769119334368,-0.3436426273435668,0.9993371206380914,-0.5360898907430177,0.230823598358596,-0.5032961294210292,-0.500729901748775,-0.679945848518709,-0.4775197078484777,0.9996420547668983,0.8805916547323728,-0.3869274803351241,-0.32605540337248834,-0.285150951340825,-0.3182582956489583,0.022529248470695734,-0.6286625785706172,-0.15288273811553452,0.9995761870962951,0.9886824938978682,0.9814624100458939,-0.7036565581538986,-0.5197526486811788,-0.5497372417868102,-0.5771967704198427,-0.34874213681983157,-0.4088386462470971,-0.35550060054479304,-0.25879322881545563
Metals,0.0012464565126795192,-0.2172958769595321,-0.17192215811698916,0.1261208941710526,-0.27357472384158205,0.5289582015261007,-0.4672275334003702,-0.517886451067542,0.16548715775472117,-0.5116903037195772,0.27780437632766775,-0.501104015400853,-0.3812017178439551,0.4184870890301269,-0.02295713771606367,-0.4166839440490802,-0.07140447307685832,0.4624131157958034,-0.19124803914840083,-0.04411199724445166,-0.000579788491880392,-0.02926778217710278,0.3323568450575957,-0.2622095568680265,-0.4641823240261471,-0.2740398550445795,-0.3474358056503732,-0.16444567651582379,0.030004018611905353,0.5267675316738868,0.5006858067346627,0.49322528463680815,0.12822468117807134,0.5255673172487019,-0.4609287487228365,0.32444671829037,0.4837511387013573,-0.542888507777188,1.0000000000000002,-0.5064734041830178,-0.5276176913658049,0.3239747523763998,0.9617248945136112,-0.12935640475630725,0.5356262504682592,0.46896041615189465,0.6853497153540987,0.24784570830268787,0.5287098894391536,0.5083259392792455,0.19054697480807037,-0.5355456849652139,0.5107957013281118,0.18167572710678107,0.5976224664103853,0.5149768680307176,0.24843230616416825,0.5329448029068788,-0.537805788000008,-0.3306140955415506,-0.2931828893298508,0.7052057943286906,0.41534123791742233,0.6548998716599795,0.28459968201945285,0.3164883159055319,0.3294106231773838,-0.5388075750795698,-0.48418146581106647,-0.4731482191509767,0.7394923845800644,0.2171856242830083,-0.06190485559736922,-0.1362364809975287,0.4992070905666159,0.4458219442700858,0.14324941713577666,-0.11710262798006807
"Metals,Minerals",-0.2790596672126565,0.8233673133022076,-0.3116296615033783,-0.5375143259130107,-0.19268668662400842,-0.42282824349967063,0.9900984397506676,0.9878378567977821,0.16150230863106743,0.9994725773494765,0.1099748076379785,0.999079333000051,0.9479241054502227,0.16516469760087496,0.6127863706818291,0.966410569362757,0.5300767799647094,-0.2983384207315359,0.7941162956138846,0.5941018274109132,0.48927639230572684,0.5758934634696126,0.05385915485162804,0.8775448219821456,0.9848801746632593,-0.21366738350074158,-0.18372468538584924,-0.3388193266042443,-0.48533647331114393,-0.42909811697621325,-0.4700813402500334,-0.45634128066965884,-0.5790588132826004,-0.41281780472498136,0.9821841666179547,-0.5990413126468528,-0.37595024950655903,0.9971163440915237,-0.5064734041830178,0.9999999999999997,0.9986787157436343,-0.3299996345749901,-0.4474306040302605,-0.4562193237771558,-0.4366506756068839,-0.4351239781209542,-0.6427753200882707,0.1728135948870979,-0.42212432247124504,-0.4500547034635814,-0.37244692790967154,0.9986414680795798,-0.4809393061934132,0.2913141522489085,-0.4461517505032594,-0.4470298305041427,-0.675439704589889,-0.42013082114056727,0.997946132590723,0.9087237536147907,-0.4372681046345405,-0.26609016302563077,-0.22483147627055292,-0.32788889785823006,0.08438308405894027,-0.5916381238383349,-0.16563439533840374,0.9982235156049502,0.9953111916700361,0.9889892472548024,-0.6770392055477146,-0.5175549366129283,-0.555859259024809,-0.6063995871287094,-0.287975355572086,-0.351749933791503,-0.38037800089247165,-0.2916153136416252
"Metals,Power Plants",-0.2849668500449324,0.8249992933738378,-0.2894215727616608,-0.5139121681099785,-0.1707057476102686,-0.41746455647840375,0.9905022512863516,0.9869775035610289,0.16820006974950336,0.9991018029085511,0.11704392227792826,0.9986231803613739,0.9496095143167204,0.15630064433013843,0.6157411180573417,0.9676128714669415,0.535002248431567,-0.2914892007764062,0.7964038985222395,0.5999206991237838,0.49954347450867226,0.5807618554729634,0.05869059557006986,0.8781577538787362,0.9857440459639459,-0.1940005669807257,-0.1553926260343004,-0.3166480200172893,-0.46182245842521114,-0.42317666905913953,-0.45791220851220393,-0.45045158018216547,-0.5775812928526649,-0.40744461718524405,0.9843548921876125,-0.5962985971897101,-0.37228740448941694,0.9971124516708236,-0.5276176913658049,0.9986787157436343,1.0000000000000002,-0.32500678395111293,-0.47458395226931144,-0.4567292946369602,-0.4312750148525478,-0.429984415505593,-0.6488436727795186,0.17780147044117825,-0.41675945763036737,-0.44023906567220983,-0.3981603628098332,0.9979045616187044,-0.4759185681755736,0.2969469170638464,-0.4427186618438947,-0.4394858796923171,-0.6846730716796896,-0.41470969659647006,0.9969892422473087,0.9112604743729946,-0.411411535230066,-0.277225739701281,-0.21734440187307877,-0.35677289297871023,0.09226339300843339,-0.5893760325067625,-0.19243850754795946,0.9976930317434238,0.9955353042011001,0.9873564197527628,-0.6724874800633673,-0.48510318385958606,-0.5466892605522246,-0.6074436302284574,-0.2828930666248909,-0.344178727226561,-0.3727218773549703,-0.31071159811278504
"Metals,Waste",-0.47515690260932103,0.1992415788633307,0.04261093874496823,0.5139758019454544,-0.04850478222703188,0.890884583064644,-0.2103888942056991,-0.20259558782843337,0.8210365230635991,-0.31149864858264287,0.7784934590106781,-0.2970811112512891,-0.05302654047102416,0.5504426821856421,0.4434118719698184,-0.10450922705933345,0.5843115805450504,0.8955693647591734,0.24106883573176785,0.4660631770883942,0.5367211617778657,0.49478219856176253,0.8056366386464666,0.09474260180018587,-0.17741121643529564,-0.510377408118893,-0.5491836762882367,0.049140676263289225,0.3575399533161619,0.8891220092780577,0.8416686521033808,0.9244226763405614,0.7386634382556002,0.8913706229784323,-0.18098559771692346,0.8983579339866691,0.937832811053266,-0.38745637191005894,0.3239747523763998,-0.3299996345749901,-0.32500678395111293,1.0,0.0843270419016054,0.4024099270846072,0.8889833373748208,0.9419927752878423,0.8459235145947654,0.7669569517540465,0.8909248701844514,0.867420263289948,-0.3490136122342286,-0.36101828083147774,0.9217010802908135,0.6733970575916439,0.8674497890517504,0.8927800747288182,0.49970804261558727,0.8879813730078738,-0.3768889180753064,0.04232818691864024,-0.03211424406968123,0.6418182093736053,0.8968097987907421,-0.3040535879958525,0.7859055683498382,0.8958893363590252,-0.4648563671382419,-0.36786959053848217,-0.2766319700387524,-0.28399010307108863,0.5016865907971589,0.4851303590023699,0.5186291144216432,0.12553156662864895,0.8804273869830671,0.921929284724452,-0.18084970404891887,-0.28921214210639834
