sector,Chemicals,"Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2","Chemicals,Industrial Gas Suppliers","Chemicals,Industrial Gas Suppliers,Minerals","Chemicals,Industrial Gas Suppliers,Waste","Chemicals,Natural Gas and Natural Gas Liquids Suppliers","Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries","Chemicals,Other,Petroleum and Natural Gas Systems,Waste","Chemicals,Other,Power Plants","Chemicals,Other,Refineries,Suppliers of CO2","Chemicals,Petroleum Product Suppliers","Chemicals,Petroleum Product Suppliers,Power Plants,Refineries","Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2","Chemicals,Petroleum Product Suppliers,Refineries","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2,Waste","Chemicals,Petroleum Product Suppliers,Refineries,Waste","Chemicals,Petroleum and Natural Gas Systems,Refineries","Chemicals,Power Plants","Chemicals,Power Plants,Refineries,Suppliers of CO2","Chemicals,Power Plants,Suppliers of CO2","Chemicals,Power Plants,Waste","Chemicals,Refineries","Chemicals,Refineries,Suppliers of CO2","Chemicals,Refineries,Waste","Chemicals,Suppliers of CO2","Chemicals,Waste","Import and Export of Equipment Containing Fluorintaed GHGs,Industrial Gas Suppliers,Other","Import and Export of Equipment Containing Fluorintaed GHGs,Other","Industrial Gas Suppliers,Minerals","Industrial Gas Suppliers,Other","Injection of CO2,Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","Injection of CO2,Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Suppliers of CO2","Injection of CO2,Other,Suppliers of CO2","Injection of CO2,Other,Suppliers of CO2,Waste","Injection of CO2,Petroleum and Natural Gas Systems","Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2","Injection of CO2,Power Plants,Suppliers of CO2",Metals,"Metals,Minerals","Metals,Power Plants","Metals,Waste",Minerals,"Minerals,Waste","Natural Gas and Natural Gas Liquids Suppliers,Other","Natural Gas and Natural Gas Liquids Suppliers,Petroleum Product Suppliers,Petroleum and Natural Gas Systems","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Power Plants","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems,Suppliers of CO2","Natural Gas and Natural Gas Liquids Suppliers,Power Plants",Other,"Other,Petroleum Product Suppliers,Power Plants,Refineries","Other,Petroleum and Natural Gas Systems","Other,Power Plants","Other,Suppliers of CO2","Other,Suppliers of CO2,Waste","Other,Waste","Petroleum Product Suppliers,Petroleum and Natural Gas Systems","Petroleum Product Suppliers,Power Plants,Refineries","Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2","Petroleum Product Suppliers,Pulp and Paper,Waste","Petroleum Product Suppliers,Refineries","Petroleum Product Suppliers,Refineries,Waste",Petroleum and Natural Gas Systems,"Petroleum and Natural Gas Systems,Power Plants","Petroleum and Natural Gas Systems,Suppliers of CO2",Power Plants,"Power Plants,Refineries","Power Plants,Suppliers of CO2","Power Plants,Waste",Pulp and Paper,"Pulp and Paper,Suppliers of CO2","Pulp and Paper,Suppliers of CO2,Waste","Pulp and Paper,Waste",Refineries,"Refineries,Waste",Unknown,Waste
"Chemicals,Petroleum Product Suppliers",-0.3738309650388479,0.6533548421464332,-0.3471044981056434,0.12445532189689774,-0.4066021979433364,0.85291693980163,0.24674252647140268,0.19594863701019336,0.9766869291985326,0.12998128802033693,0.9999999999999999,0.1493306365652861,0.4203910574233596,0.8318263601735387,0.8499629035706868,0.3607121297228793,0.873282772251922,0.9151323231340001,0.6907377795785679,0.8643447824725844,0.9139786645967997,0.8750291606569108,0.9966922585915009,0.5674393436508819,0.275838208284977,-0.36443855048306384,-0.44086070837079505,-0.35163660771129757,-0.051426051324531145,0.8499049910913758,0.8162250558792116,0.8259229570189167,0.2287226581222543,0.8585846650162449,0.2872932968763031,0.5125911917692982,0.8658500452867777,0.04734334374619431,0.27780437632766775,0.1099748076379785,0.11704392227792826,0.7784934590106781,0.0790200571974506,-0.16740905470834863,0.8449726239578775,0.8296009219201843,0.5946073712711526,0.9962416280417368,0.8533201424778682,0.8355459265986532,-0.6666379412194111,0.06693806671240472,0.8100749416940825,0.9784376288422962,0.8346218270059759,0.8377992366049796,-0.06538645951509142,0.8546636745106155,0.05019203454464642,0.5141509630916962,-0.3827770758816567,0.7486720514721997,0.941654593327028,-0.4043914325895297,0.999442711993369,0.5046242808877723,-0.471459811291408,0.06044061369312268,0.18937761514417764,0.18461538826625135,0.487154645289637,0.4545866990662687,-0.005465953860497761,-0.41838704460723175,0.9187426872781977,0.8850924908633913,-0.5314704367689771,-0.6591332823493276
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",-0.29293886383847983,0.8445602148651205,-0.3252116136462274,-0.5310885808955711,-0.20899727385509445,-0.38718140787716615,0.9950141886846532,0.9911438572976157,0.20077264362429653,0.999635136256078,0.1493306365652861,0.9999999999999998,0.9598692513706513,0.19420447956699463,0.6430735171560755,0.9759967250722532,0.5633102182355916,-0.2602628728277171,0.8170891202485187,0.6256728326780882,0.5247288334526949,0.6078325869467892,0.09283752210698286,0.8952100101702848,0.9911996715203973,-0.21951465974903636,-0.1903432743448665,-0.35230116970787523,-0.4863440000649238,-0.393337814896945,-0.43340296136908385,-0.4206625056543876,-0.5626416090943709,-0.3770021762255371,0.9892553512688479,-0.5727726426249822,-0.3396117498688585,0.994326942485245,-0.501104015400853,0.999079333000051,0.9986231803613739,-0.2970811112512891,-0.4507113565077487,-0.4549461557846831,-0.4012308134019653,-0.3993566356129355,-0.617382296549147,0.21108591588553363,-0.38646526804870274,-0.41338567683212624,-0.4014677990935379,0.9963834387804894,-0.4460828346739981,0.32909648636381045,-0.41172926442314006,-0.4105692432374237,-0.6724422350721901,-0.38441879296782755,0.9949952079554728,0.9246224773481766,-0.43737079046673777,-0.23911166397617145,-0.18566036823816268,-0.35025736811263497,0.12417243485209005,-0.5657361377062365,-0.18951069670504517,0.9957729824277192,0.998047776228093,0.9913734168579112,-0.6537878371045919,-0.4869380221381038,-0.5451545332798676,-0.6136715474590938,-0.2502672176660515,-0.3137967755737364,-0.4045638217297428,-0.3176077902912777
"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries,Suppliers of CO2",-0.37367525829000287,0.9602342605623343,-0.39319975054873774,-0.4487497726326142,-0.3034762801992399,-0.1134621982158372,0.9829449148894798,0.9646908063020943,0.460647141821035,0.9542407874048001,0.4203910574233596,0.9598692513706513,0.9999999999999999,0.4093328590473141,0.8303078161026614,0.9977802581376004,0.7638811394160014,0.02055529664217117,0.945572545881416,0.8192672928253127,0.7406162911344863,0.8057276831559983,0.3671801266673446,0.981544745623563,0.9876206682447902,-0.30411371464281794,-0.29914447141498257,-0.41940199508015336,-0.45729674879030713,-0.11997989866436597,-0.16634375361316106,-0.152162307773589,-0.4535398489804577,-0.10251240548148452,0.9891371821958557,-0.38171983843889956,-0.06666817814566955,0.9258403057097663,-0.3812017178439551,0.9479241054502227,0.9496095143167204,-0.05302654047102416,-0.39230571037672113,-0.4673847398990526,-0.128593107379688,-0.1316904882461035,-0.398124949299877,0.4761037672757688,-0.11269062635426896,-0.14251059558791976,-0.5550556008857147,0.9333331189800085,-0.179938426637801,0.5782607573684413,-0.14092913666959664,-0.13949169676595033,-0.6368995622931125,-0.11040597920393817,0.927235738874985,0.9943174915759141,-0.5119296696220008,-0.011147565846012297,0.0964078182706526,-0.4331344499352472,0.39706648380535026,-0.37756767455274387,-0.313850400075962,0.9309572907748608,0.9691145842317874,0.9608178344125141,-0.46070377639611126,-0.31857485512193284,-0.5042575919624593,-0.6834757662831928,0.030401382705306644,-0.03733300338291134,-0.51656200725395,-0.476848373242117
"Chemicals,Petroleum Product Suppliers,Refineries",-0.21781201555949728,0.6016480051900747,-0.5087277101244723,-0.12130658377044343,-0.5562782997845253,0.6742100612933679,0.2691293940156965,0.2063655026244401,0.764022295096989,0.1687167821106565,0.8318263601735387,0.19420447956699463,0.4093328590473141,0.9999999999999998,0.7816274775820837,0.36077897715052665,0.7090282318953244,0.7222161966712382,0.6302559000665102,0.7406177982864955,0.7570225527812783,0.7534476140161541,0.8517398469884124,0.572580825984603,0.28764555687815224,-0.3397657623467489,-0.46386323402255975,-0.5143641399379267,-0.2735613082611566,0.6687300236272903,0.6168868405710458,0.6222566890711819,-0.01408319976196765,0.679557928848407,0.29611007295900127,0.26518350417397846,0.6719414902769806,0.10305134300959197,0.4184870890301269,0.16516469760087496,0.15630064433013843,0.5504426821856421,0.33543811721112154,-0.3636457051110789,0.666252655238038,0.6187014925393675,0.42957752801323495,0.8316988142915267,0.674587588015309,0.6390777533746916,-0.6268835800357616,0.11627187315498144,0.612261369741686,0.8705340922906829,0.6669889307402977,0.6421623227715934,-0.23969695997459275,0.6759565393783448,0.10769687613105824,0.4787879233604847,-0.5768111139542669,0.8988253942803051,0.7403144639428054,-0.284413042530338,0.827815758287029,0.257436127012173,0.07464528601937713,0.10929051657159834,0.24402222215940303,0.2831213757875725,0.3815807943288382,0.21396219214899384,-0.257811141246933,-0.560017194361487,0.7571036302330508,0.672799335153202,-0.6272429011095028,-0.6831708135019808
"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",-0.43890830256077845,0.9509124874648858,-0.4578784846541046,-0.20139639289777728,-0.44307918051132716,0.4541662850634282,0.7150339773141566,0.6729927568267378,0.8553767360073482,0.6267995859822725,0.8499629035706868,0.6430735171560755,0.8303078161026614,0.7816274775820837,0.9999999999999999,0.7928847692681034,0.9677135516521483,0.5675451369409171,0.9650981791337738,0.9951418415763086,0.9766630110142839,0.9952253296683766,0.8215050125390337,0.9156965130023768,0.7349832131298628,-0.4149897908778009,-0.4668114618550525,-0.47575051062831686,-0.3144120829033539,0.44808621397923704,0.3956876894933369,0.4134419278247618,-0.13073268825149015,0.46391042318981035,0.7419666385858271,0.08614176504709502,0.48927463301888524,0.5600783682376912,-0.02295713771606367,0.6127863706818291,0.6157411180573417,0.4434118719698184,-0.14152155285606943,-0.38228498588716325,0.44050758778248766,0.4274428467608208,0.13491324751840642,0.8805281737407417,0.4548549734477703,0.4228713641992202,-0.7281380751155876,0.5764550273736887,0.38857353765179076,0.9332963500498969,0.427814868388946,0.4273954216733013,-0.41286680105768897,0.4568430246439773,0.563399651930648,0.88341840040269,-0.5578771343917794,0.48800769159492907,0.6264546800743167,-0.4884048015574232,0.8357518202925007,0.08380032167685467,-0.4058833325287338,0.5708164370022127,0.6744499523218473,0.6727268762084919,0.02640738784157747,0.06824861830492124,-0.3113437691687726,-0.6621829205744837,0.5792337183329694,0.514238651069673,-0.6394580225524815,-0.6844011539285814
"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2,Waste",-0.3633797967852214,0.9402480379940162,-0.38007215434562175,-0.4706976974451523,-0.28328111661493616,-0.17749728172033657,0.9928313233595221,0.9793193437691519,0.40658162277687326,0.9715642323176157,0.3607121297228793,0.9759967250722532,0.9977802581376004,0.36077897715052665,0.7928847692681034,1.0000000000000002,0.7258026081078395,-0.043808797382308994,0.9225379590781774,0.7803984786075762,0.6960821838390258,0.7661019994831518,0.3064713229652435,0.9684076831103009,0.9958514396054945,-0.2910975543228159,-0.27945811512149576,-0.4065869588120718,-0.467022549323633,-0.1839645433422633,-0.22956514520802557,-0.2137317175412629,-0.47162993847182555,-0.16664950020512512,0.9962698755003442,-0.4211699887492145,-0.12835035443657342,0.9481914574343208,-0.4166839440490802,0.966410569362757,0.9676128714669415,-0.10450922705933345,-0.41443194907815845,-0.45576838501805766,-0.19250561171998973,-0.1922299139003778,-0.44915538626307583,0.4184918065149631,-0.17673306314601092,-0.20613265968450184,-0.5228382707328608,0.9546904697270183,-0.24126486376576856,0.5248141172889582,-0.2050622366244063,-0.20242073837149563,-0.6405238106744839,-0.1745622079821528,0.9495780169182788,0.985250061167483,-0.491018522254648,-0.0664526209165525,0.03273999043586402,-0.421355442561675,0.33684691857714816,-0.4161043642918068,-0.2912989099560025,0.9526756036488875,0.9824816328629635,0.9744992653964388,-0.5124983882138445,-0.35952592732218,-0.5060962266018721,-0.662966700926423,-0.03423845442091448,-0.09999359047898361,-0.49700961265632415,-0.4396412250581702
"Chemicals,Petroleum Product Suppliers,Refineries,Waste",-0.523001126975151,0.9020349932905285,-0.39933566894948896,-0.10994532135507676,-0.3913249014068498,0.5197784687197814,0.6413198721888039,0.6233608809019676,0.9214996774536915,0.5488476030343016,0.873282772251922,0.5633102182355916,0.7638811394160014,0.7090282318953244,0.9677135516521483,0.7258026081078395,0.9999999999999999,0.6309843900283232,0.91983040367337,0.9767964235823251,0.9698638238614191,0.982636463246776,0.8461843547675594,0.8488644066520081,0.6671514865082611,-0.47814815447437375,-0.5148820686435167,-0.4141837038566274,-0.23126404174738122,0.5143790863952258,0.4587332592856231,0.5065810322466792,0.0983353887930533,0.5288594300407212,0.6698572648124463,0.2782107869154788,0.5800459133733676,0.47662377188997296,-0.07140447307685832,0.5300767799647094,0.535002248431567,0.5843115805450504,-0.22774409401111098,-0.14853644266806615,0.5068201073979083,0.5304164616858484,0.25282436720153156,0.9041952292247022,0.520422105535129,0.4899634542619603,-0.6852835826214072,0.49779307644629756,0.4815343520149717,0.9307392013592239,0.48643093109653357,0.5051401706116917,-0.20171125506747437,0.5212092104646292,0.48223291578638666,0.8249164925789263,-0.4106049025485235,0.44163163901625674,0.6918302217150109,-0.5273151919063307,0.8614957911553941,0.2784747145860347,-0.5563375994472476,0.4917551429933942,0.5885891533320341,0.5778104119959144,0.04148237245993181,0.13324891217293602,-0.07761483644839487,-0.46895021366214973,0.6306472924513248,0.5996210247103491,-0.6178901857811162,-0.5979645625421304
"Chemicals,Petroleum and Natural Gas Systems,Refineries",-0.26063006628394964,0.29520922578518843,-0.1979304535986233,0.3454834202336241,-0.30244038923893685,0.9902489758958252,-0.1628946541365287,-0.20676475916921025,0.8788562267843507,-0.27863841557804986,0.9151323231340001,-0.2602628728277171,0.02055529664217117,0.7222161966712382,0.5675451369409171,-0.043808797382308994,0.6309843900283232,1.0,0.34270407168225936,0.5899091185909394,0.678225053279285,0.6084389161110417,0.9348443434563308,0.18904189305248825,-0.13236019092323725,-0.28406018755529217,-0.3697970060588279,-0.19129870167298627,0.1561298227078816,0.9896643280650022,0.9701408268758157,0.981118411058214,0.4779024378799024,0.9916516255306158,-0.12151156970608547,0.7519576612547051,0.9881762722481182,-0.3579129176549328,0.4624131157958034,-0.2983384207315359,-0.2914892007764062,0.8955693647591734,0.24407699218340384,0.05138536825259537,0.9881264803645875,0.9780461839972725,0.8389106253589462,0.8879535327201185,0.990352163202465,0.9823821933014962,-0.4797282449279185,-0.33868242854934943,0.9759542377561605,0.8195246391355951,0.9811167407258823,0.9855564809782437,0.23366228630978395,0.9905985930895861,-0.3547571491230283,0.12658189530405195,-0.18642452089419112,0.8159672952638407,0.9964955425839105,-0.2580268086928884,0.9245658718739427,0.7419387376026427,-0.4018661247376757,-0.3448821815357637,-0.22178372056655954,-0.22483450255284657,0.7289964623171326,0.6331429117003042,0.24132910526991896,-0.1373880313361211,0.9979258221599225,0.9949104120834193,-0.35073819471825973,-0.4994164983615581
"Chemicals,Power Plants",-0.4329266875336228,0.9986938571372672,-0.434764280332025,-0.3108332874640336,-0.38477544605632347,0.2149763971936926,0.87007128854091,0.8383761481906088,0.7150305861605708,0.8056341805708334,0.6907377795785679,0.8170891202485187,0.945572545881416,0.6302559000665102,0.9650981791337738,0.9225379590781774,0.91983040367337,0.34270407168225936,1.0,0.9596606661609279,0.9111240242106636,0.9535723905432093,0.6488597790870707,0.9847264184148338,0.8839421740820724,-0.3944270835439515,-0.4241828577536147,-0.4574410311818988,-0.3800781233113761,0.20819057449593903,0.15327638682867112,0.17403664467335767,-0.27763872517212496,0.2257237486201016,0.8880832568102871,-0.11903573957432477,0.25805680333213565,0.7526140068665887,-0.19124803914840083,0.7941162956138846,0.7964038985222395,0.24106883573176785,-0.27013603750125736,-0.4309865869345537,0.20000638616655805,0.1924202218946738,-0.09874371939055504,0.7357061245241401,0.21573480875474332,0.18134462353128272,-0.6690999490193731,0.766438118743848,0.14698927377964296,0.8086212147094326,0.18714374420785693,0.18621543977691565,-0.5251241339455579,0.21787193323894066,0.7556489042194394,0.9744162520784383,-0.5690261946254255,0.26691161069772595,0.41200148462787356,-0.476895998631345,0.671192848793774,-0.11827212960195616,-0.4045964907804838,0.762011687401695,0.8380685923614822,0.8307418305736756,-0.19984976903325855,-0.11781580505280592,-0.41034448872742957,-0.6972459797297638,0.352589363386316,0.2852204845718434,-0.5945012653209352,-0.6074359580516089
"Chemicals,Power Plants,Refineries,Suppliers of CO2",-0.44781218971758807,0.9441863229637065,-0.4295667052310802,-0.16295989669153588,-0.417180851873282,0.47599350582731864,0.7001639788328419,0.6590736521857539,0.8743627288355715,0.6107059818220335,0.8643447824725844,0.6256728326780882,0.8192672928253127,0.7406177982864955,0.9951418415763086,0.7803984786075762,0.9767964235823251,0.5899091185909394,0.9596606661609279,0.9999999999999996,0.9881815039677684,0.9991631015143485,0.8319067149484277,0.9001928182926395,0.7213489448507184,-0.39971429662420427,-0.44331222828503913,-0.4469287657979041,-0.27838217468370763,0.4705406353449287,0.4238771798462355,0.4387503694663378,-0.09874261499557437,0.48563715884297737,0.7293186412906271,0.11812143898401226,0.5110496656075812,0.5425908329712305,-0.04411199724445166,0.5941018274109132,0.5999206991237838,0.4660631770883942,-0.17877091454666708,-0.3552278893643344,0.46260518304341297,0.4528808546692043,0.15661544328465637,0.8930708894054736,0.4766755446893537,0.4493122181732446,-0.7251388581738859,0.559334168177026,0.4132208111473281,0.9364260124370699,0.4488216130247373,0.45260487480826045,-0.38676416984725787,0.4787600084889909,0.5451694377917642,0.8755411734808083,-0.5172898683339758,0.45537060499609355,0.6490189955463597,-0.4975832875936537,0.8510912946097993,0.11550975987127937,-0.4895116202616728,0.5539549846467673,0.6553387884754479,0.646137731158121,0.05056018649617552,0.1134634231136782,-0.273308394961968,-0.6347691156273675,0.5964314031766842,0.5397949073025036,-0.6157966521234332,-0.6741985388804352
"Chemicals,Power Plants,Suppliers of CO2",-0.440612330570081,0.8892445925866407,-0.42002827691633815,-0.10001653227711525,-0.42393921832022,0.5715311581310972,0.606365890561039,0.5600236238815387,0.9151406548300841,0.5085879491961587,0.9139786645967997,0.5247288334526949,0.7406162911344863,0.7570225527812783,0.9766630110142839,0.6960821838390258,0.9698638238614191,0.678225053279285,0.9111240242106636,0.9881815039677684,1.0000000000000002,0.9879113368594359,0.8837949614746018,0.835398070859643,0.6304346362786144,-0.34782024169978953,-0.3814739861315897,-0.43421535197071814,-0.23248248200747323,0.5678930598364164,0.5386857317498872,0.5375236839482235,-0.026067441360025284,0.580383512209391,0.6422391232579167,0.20987913312718162,0.5992369410399006,0.43813800053566904,-0.000579788491880392,0.48927639230572684,0.49954347450867226,0.5367211617778657,-0.15572081941840532,-0.3175276420184965,0.559422647099932,0.5475400641835773,0.24880181262048615,0.9305536152619767,0.5721584646286981,0.5575547141243532,-0.7502044502805711,0.4536890763768497,0.5119857144941264,0.9654149821445392,0.54454395932831,0.5565198482258573,-0.32915647646295265,0.5745121538271675,0.43856765511354706,0.8070034635183709,-0.43023941301936564,0.5117486878368794,0.7321287812196509,-0.5150405521707719,0.9054771244169535,0.20523157914932047,-0.528105925603015,0.448489090213435,0.5590182026972985,0.5481829900986788,0.17090807365014135,0.26373071768090245,-0.19552788779861313,-0.5848879501956545,0.6823117294058786,0.6338535294897449,-0.6206160999366626,-0.6999866941541977
"Chemicals,Power Plants,Waste",-0.4571153131564311,0.9371958945192077,-0.42923844715099313,-0.1516456010344359,-0.4196347410245985,0.4962930390283836,0.6838018382985207,0.645188774065854,0.8883995008587341,0.5924723057908283,0.8750291606569108,0.6078325869467892,0.8057276831559983,0.7534476140161541,0.9952253296683766,0.7661019994831518,0.982636463246776,0.6084389161110417,0.9535723905432093,0.9991631015143485,0.9879113368594359,0.9999999999999998,0.8451278586566492,0.8911829265587959,0.7057835436796067,-0.4208830725669178,-0.4686778483954371,-0.4460923401819036,-0.27047192755717114,0.4906240144022628,0.44004453678561345,0.46154425897158863,-0.06632277458262134,0.5058155901770754,0.7127393850392855,0.1500061146648061,0.534454949670926,0.5226272799981451,-0.02926778217710278,0.5758934634696126,0.5807618554729634,0.49478219856176253,-0.16762766438904944,-0.3283221308818905,0.4829810680325484,0.4769037194684703,0.18499477762001448,0.9040386212264061,0.49696662152863846,0.46720722283868465,-0.7204281705429623,0.5404285057247491,0.43656130753370664,0.9438668570402062,0.4687437718448348,0.47274408974222487,-0.356429655180924,0.4988067380533053,0.5260351081165389,0.8639539286451151,-0.5171505879690008,0.47474521849552204,0.6668503344430401,-0.4964849367420704,0.8619091623966801,0.1476866391933503,-0.48592961507426763,0.534774244905104,0.6375237912388406,0.6294969005536429,0.059973577492439804,0.11381748564493196,-0.24846901104075073,-0.6158486139364467,0.6149498400016873,0.5603688174232954,-0.6187978290371172,-0.6681340063901086
"Chemicals,Refineries",-0.3635132377560475,0.6099359639210268,-0.344795446357987,0.14240177369881296,-0.4116331887409724,0.8808001692947384,0.19074145904168624,0.14096877508922004,0.9702308929728108,0.07265929404836073,0.9966922585915009,0.09283752210698286,0.3671801266673446,0.8517398469884124,0.8215050125390337,0.3064713229652435,0.8461843547675594,0.9348443434563308,0.6488597790870707,0.8319067149484277,0.8837949614746018,0.8451278586566492,1.0,0.5231817401481246,0.22001420110527542,-0.3810390575885437,-0.4663848976540512,-0.3478998778678043,-0.03771435867581032,0.8775773143785409,0.83971731354146,0.8551149799109102,0.2644795436888892,0.8859208403952842,0.2303579930577175,0.5505617179471538,0.8932426662740798,-0.010774299979042307,0.3323568450575957,0.05385915485162804,0.05869059557006986,0.8056366386464666,0.13487985697572188,-0.14099222853605012,0.8735174830104928,0.8583993958384416,0.641503382193519,0.9910063147720907,0.8811645876844525,0.8603557588258829,-0.6403960462702483,0.009493382197538933,0.8413782425876559,0.9679079710219936,0.8647019404447734,0.8647596732673162,-0.020953141361804616,0.8822506761571948,-0.006925792840749339,0.4630887009515837,-0.38568367679358845,0.7931230598055099,0.9567621781740874,-0.37285603989185967,0.9969399883031097,0.5425376524263998,-0.42272495223196027,0.002681770459670067,0.13363282811188512,0.13297524960484705,0.5210654120314294,0.4572742198919402,0.01880904007143268,-0.3903892428475821,0.9405036636401678,0.9070460538726842,-0.520677664522183,-0.6428933724066643
"Chemicals,Refineries,Suppliers of CO2",-0.40023579490149813,0.9909997601115488,-0.4435398660692883,-0.40347507320691545,-0.3744842693110596,0.05803196934314357,0.9336532313356267,0.9057733173041448,0.5935643481846173,0.8849800041791182,0.5674393436508819,0.8952100101702848,0.981544745623563,0.572580825984603,0.9156965130023768,0.9684076831103009,0.8488644066520081,0.18904189305248825,0.9847264184148338,0.9001928182926395,0.835398070859643,0.8911829265587959,0.5231817401481246,0.9999999999999999,0.9427375285095922,-0.35613038586990614,-0.3743963941922017,-0.4681000370580049,-0.44550278082721256,0.05112772116914511,-0.0014221400081053496,0.014899163283226553,-0.38342641839049546,0.0689814166032229,0.9457291940120178,-0.26036771100818723,0.10173226239485596,0.8440097623592836,-0.2622095568680265,0.8775448219821456,0.8781577538787362,0.09474260180018587,-0.29915373927906375,-0.4740486883102671,0.0427526356203809,0.033483260656524544,-0.24917701280100496,0.6173074739909806,0.05880398947750103,0.024971983303831574,-0.6351352348384415,0.8542644566762634,-0.012425750557537562,0.712742862916674,0.03039227146052894,0.028887532676044277,-0.6025802984339471,0.061011487139514674,0.8464028053427634,0.993235963609835,-0.5674061143103402,0.17558428371150017,0.2614300546965414,-0.4626471540509189,0.5459218531163548,-0.25818654192209434,-0.3005255764319622,0.8505940835784829,0.9134486744229564,0.9119433586237612,-0.32762569075045206,-0.2248175316978197,-0.48184325283793694,-0.7171491291193677,0.2030939124202546,0.12865680047775024,-0.5889136658440886,-0.5699850873770841
"Chemicals,Refineries,Waste",-0.34443199173480876,0.9056939671717122,-0.3579031154170037,-0.49640873610756353,-0.25210605286306337,-0.26472977680830284,0.9993323266015052,0.9918352618167547,0.32832468646757007,0.9885597590892573,0.275838208284977,0.9911996715203973,0.9876206682447902,0.28764555687815224,0.7349832131298628,0.9958514396054945,0.6671514865082611,-0.13236019092323725,0.8839421740820724,0.7213489448507184,0.6304346362786144,0.7057835436796067,0.22001420110527542,0.9427375285095922,0.9999999999999998,-0.2657265215904216,-0.24408279608471536,-0.3846634563825636,-0.47582551485036345,-0.2709950503010987,-0.31407392665760575,-0.29766761804071473,-0.4965504054203255,-0.25410108494963646,0.9991981921211204,-0.4750627921288692,-0.21353562793512632,0.972428551493707,-0.4641823240261471,0.9848801746632593,0.9857440459639459,-0.17741121643529564,-0.4440391853041285,-0.44014942325755274,-0.2794333060528516,-0.27523593014622255,-0.5179680309310221,0.33569943234222,-0.2639812162244816,-0.29183230370107666,-0.47537022494341585,0.9773376159357855,-0.3247563137145528,0.44685001301652183,-0.29209716640698513,-0.287737900610881,-0.6442302980223318,-0.2619259351157045,0.9735847387873618,0.9657873530884289,-0.4565157778210515,-0.14548227250200313,-0.055451731026275736,-0.4019383229368674,0.2514907673157321,-0.46889327780190926,-0.2631282034990466,0.97589461431868,0.9938311193442076,0.9857316792668201,-0.5776457503306291,-0.4089519252574518,-0.5070898842163588,-0.6317613291464136,-0.12349209758742552,-0.18600231161338807,-0.4644500754965859,-0.3863117215264193
"Chemicals,Suppliers of CO2",0.8274055566914343,-0.3914374597131521,-0.038564850131207334,-0.149737162731333,-0.03910903992201973,-0.2479041594270049,-0.25325251037093993,-0.2902504921685051,-0.4445462806141798,-0.21420900953355027,-0.36443855048306384,-0.21951465974903636,-0.30411371464281794,-0.3397657623467489,-0.4149897908778009,-0.2910975543228159,-0.47814815447437375,-0.28406018755529217,-0.3944270835439515,-0.39971429662420427,-0.34782024169978953,-0.4208830725669178,-0.3810390575885437,-0.35613038586990614,-0.2657265215904216,1.0,0.9478466032039006,-0.025287552864674177,-0.11237306562661123,-0.23852648971992663,-0.1243636901285472,-0.26477946224290533,-0.27199561074850714,-0.2517845176737063,-0.24265979780373842,-0.302588755082432,-0.3333585409211337,-0.16469842011072555,-0.2740398550445795,-0.21366738350074158,-0.1940005669807257,-0.510377408118893,-0.15498545787818369,-0.18520442172634544,-0.2419821195521008,-0.29793980753263843,-0.3401728373961172,-0.4116468449795562,-0.2481738361312196,-0.17532604507690555,-0.07374838429286554,-0.19297199397648282,-0.2630666003598608,-0.36531322715382886,-0.2523825113214923,-0.22134605666765259,-0.25107671436857254,-0.24696472545679676,-0.18489092889571068,-0.3312247527906507,0.38731960677674554,-0.2594657456057207,-0.30949130777721445,-0.12081394890253622,-0.34777553894473334,-0.31284188822846937,0.2127111062634684,-0.18684849848725507,-0.2041841058178641,-0.18973414917915285,0.15454433001227405,0.3058988146361077,-0.08237311806996704,0.13669016802011782,-0.29107477523046904,-0.28237935712031387,-0.04440843578762836,-0.06751424100116504
